Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-07-08 10:26:33.957,0,0,0,0,0
2024-07-08 10:26:33.962,0,-2.184,0,0,0
2024-07-08 10:26:33.970,0,-2.184,0,0,3
2024-07-08 10:26:33.972,0,-2.184,0,0,1
2024-07-08 10:26:34.017,0,0,0,-2.75,3
2024-07-08 10:26:34.018,0,0,0,-2.75,1
2024-07-08 10:26:34.043,0,0,0,-2.75,3
2024-07-08 10:26:34.044,0,0,0,-2.75,1
2024-07-08 10:26:34.059,0.2269966,-1.115439,0,-2.75,0
2024-07-08 10:26:34.060,0.2269966,-1.115439,0,-2.75,3
2024-07-08 10:26:34.062,0.2269966,-1.115439,0,-2.75,1
2024-07-08 10:26:34.068,0,0,0,-2.35,3
2024-07-08 10:26:34.069,0,0,0,-2.35,1
2024-07-08 10:26:34.076,0,0,0,-2.35,3
2024-07-08 10:26:34.077,0,0,0,-2.35,1
2024-07-08 10:26:34.083,0,0,0,-2.35,3
2024-07-08 10:26:34.084,0,0,0,-2.35,1
2024-07-08 10:26:34.091,0.2269966,-1.115439,0,-2.35,0
2024-07-08 10:26:34.093,0.2269966,-1.115439,0,-2.35,3
2024-07-08 10:26:34.094,0.2269966,-1.115439,0,-2.35,1
2024-07-08 10:26:34.102,0,0,0,-1.95,3
2024-07-08 10:26:34.103,0,0,0,-1.95,1
2024-07-08 10:26:34.110,0,0,0,-1.95,3
2024-07-08 10:26:34.112,0,0,0,-1.95,1
2024-07-08 10:26:34.120,0,0,0,-1.95,3
2024-07-08 10:26:34.121,0,0,0,-1.95,1
2024-07-08 10:26:34.126,0.2269966,-1.115439,0,-1.95,0
2024-07-08 10:26:34.128,0.2269966,-1.115439,0,-1.95,3
2024-07-08 10:26:34.129,0.2269966,-1.115439,0,-1.95,1
2024-07-08 10:26:34.138,0,0,0,-1.55,3
2024-07-08 10:26:34.139,0,0,0,-1.55,1
2024-07-08 10:26:34.145,0,0,0,-1.55,3
2024-07-08 10:26:34.146,0,0,0,-1.55,1
2024-07-08 10:26:34.153,0,0,0,-1.55,3
2024-07-08 10:26:34.155,0,0,0,-1.55,1
2024-07-08 10:26:34.163,0,0,0,-1.55,3
2024-07-08 10:26:34.164,0,0,0,-1.55,1
2024-07-08 10:26:34.171,0.2269966,-1.115439,0,-1.55,0
2024-07-08 10:26:34.173,0.2269966,-1.115439,0,-1.55,3
2024-07-08 10:26:34.174,0.2269966,-1.115439,0,-1.55,1
2024-07-08 10:26:34.180,0,0,0,-1.15,3
2024-07-08 10:26:34.182,0,0,0,-1.15,1
2024-07-08 10:26:34.189,0,0,0,-1.15,3
2024-07-08 10:26:34.190,0,0,0,-1.15,1
2024-07-08 10:26:34.196,0,0,0,-1.15,3
2024-07-08 10:26:34.197,0,0,0,-1.15,1
2024-07-08 10:26:34.205,0,0,0,-1.15,3
2024-07-08 10:26:34.207,0,0,0,-1.15,1
2024-07-08 10:26:34.213,0.2269966,-1.115439,0,-1.15,0
2024-07-08 10:26:34.216,0.2269966,-1.115439,0,-1.15,3
2024-07-08 10:26:34.217,0.2269966,-1.115439,0,-1.15,1
2024-07-08 10:26:34.223,0,0,0,-0.75,3
2024-07-08 10:26:34.225,0,0,0,-0.75,1
2024-07-08 10:26:34.231,0,0,0,-0.75,3
2024-07-08 10:26:34.233,0,0,0,-0.75,1
2024-07-08 10:26:34.240,0,0,0,-0.75,3
2024-07-08 10:26:34.241,0,0,0,-0.75,1
2024-07-08 10:26:34.247,0.2269966,-1.115439,0,-0.75,0
2024-07-08 10:26:34.249,0.2269966,-1.115439,0,-0.75,3
2024-07-08 10:26:34.250,0.2269966,-1.115439,0,-0.75,1
2024-07-08 10:26:34.257,0,0,0,-0.35,3
2024-07-08 10:26:34.260,0,0,0,-0.35,1
2024-07-08 10:26:34.268,0,0,0,-0.35,3
2024-07-08 10:26:34.270,0,0,0,-0.35,1
2024-07-08 10:26:34.277,0,0,0,-0.35,3
2024-07-08 10:26:34.278,0,0,0,-0.35,1
2024-07-08 10:26:34.286,0,0,0,-0.35,3
2024-07-08 10:26:34.287,0,0,0,-0.35,1
2024-07-08 10:26:34.293,0.2269966,-1.115439,0,-0.35,0
2024-07-08 10:26:34.296,0.2269966,-1.115439,0,-0.35,3
2024-07-08 10:26:34.297,0.2269966,-1.115439,0,-0.35,1
2024-07-08 10:26:34.305,0,0,0,0.04999995,3
2024-07-08 10:26:34.307,0,0,0,0.04999995,1
2024-07-08 10:26:34.314,0,0,0,0.04999995,3
2024-07-08 10:26:34.315,0,0,0,0.04999995,1
2024-07-08 10:26:34.321,0,0,0,0.04999995,3
2024-07-08 10:26:34.322,0,0,0,0.04999995,1
2024-07-08 10:26:34.330,0.2269966,-1.115439,0,0.04999995,0
2024-07-08 10:26:34.332,0.2269966,-1.115439,0,0.04999995,3
2024-07-08 10:26:34.333,0.2269966,-1.115439,0,0.04999995,1
2024-07-08 10:26:34.340,0,0,0,0.4499999,3
2024-07-08 10:26:34.341,0,0,0,0.4499999,1
2024-07-08 10:26:34.347,0,0,0,0.4499999,3
2024-07-08 10:26:34.348,0,0,0,0.4499999,1
2024-07-08 10:26:34.354,0,0,0,0.4499999,3
2024-07-08 10:26:34.356,0,0,0,0.4499999,1
2024-07-08 10:26:34.361,0,0,0,0.4499999,3
2024-07-08 10:26:34.362,0,0,0,0.4499999,1
2024-07-08 10:26:34.369,0.2269966,-1.115439,0,0.4499999,0
2024-07-08 10:26:34.372,0.2269966,-1.115439,0,0.4499999,3
2024-07-08 10:26:34.373,0.2269966,-1.115439,0,0.4499999,1
2024-07-08 10:26:34.381,0,0,0,0.8499999,3
2024-07-08 10:26:34.382,0,0,0,0.8499999,1
2024-07-08 10:26:34.390,0,0,0,0.8499999,3
2024-07-08 10:26:34.391,0,0,0,0.8499999,1
2024-07-08 10:26:34.398,0,0,0,0.8499999,3
2024-07-08 10:26:34.400,0,0,0,0.8499999,1
2024-07-08 10:26:34.406,0,0,0,0.8499999,3
2024-07-08 10:26:34.408,0,0,0,0.8499999,1
2024-07-08 10:26:34.415,0.2269966,-1.115439,0,0.8499999,0
2024-07-08 10:26:34.418,0.2269966,-1.115439,0,0.8499999,3
2024-07-08 10:26:34.418,0.2269966,-1.115439,0,0.8499999,1
2024-07-08 10:26:34.426,0,0,0,1.25,3
2024-07-08 10:26:34.426,0,0,0,1.25,1
2024-07-08 10:26:34.435,0,0,0,1.25,3
2024-07-08 10:26:34.436,0,0,0,1.25,1
2024-07-08 10:26:34.442,0,0,0,1.25,3
2024-07-08 10:26:34.445,0,0,0,1.25,1
2024-07-08 10:26:34.452,0.2269966,-1.115439,0,1.25,0
2024-07-08 10:26:34.453,0.2269966,-1.115439,0,1.25,3
2024-07-08 10:26:34.454,0.2269966,-1.115439,0,1.25,1
2024-07-08 10:26:34.462,0,0,0,1.65,3
2024-07-08 10:26:34.463,0,0,0,1.65,1
2024-07-08 10:26:34.470,0,0,0,1.65,3
2024-07-08 10:26:34.471,0,0,0,1.65,1
2024-07-08 10:26:34.478,0,0,0,1.65,3
2024-07-08 10:26:34.480,0,0,0,1.65,1
2024-07-08 10:26:34.487,0.2269966,-1.115439,0,1.65,0
2024-07-08 10:26:34.490,0.2269966,-1.115439,0,1.65,3
2024-07-08 10:26:34.492,0.2269966,-1.115439,0,1.65,1
2024-07-08 10:26:34.498,0,0,0,2.05,3
