Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-07-20 12:48:20.457,0,0,0,0,0
2024-07-20 12:48:20.460,0,-2.184,0,0,0
2024-07-20 12:48:20.471,0,-2.184,0,0,3
2024-07-20 12:48:20.472,0,-2.184,0,0,1
2024-07-20 12:48:20.518,0,0,0,-2.75,3
2024-07-20 12:48:20.519,0,0,0,-2.75,1
2024-07-20 12:48:20.545,0,0,0,-2.75,3
2024-07-20 12:48:20.547,0,0,0,-2.75,1
2024-07-20 12:48:20.560,1.365728,-0.4098906,0,-2.75,0
2024-07-20 12:48:20.562,1.365728,-0.4098906,0,-2.75,3
2024-07-20 12:48:20.564,1.365728,-0.4098906,0,-2.75,1
2024-07-20 12:48:20.572,0,0,0,-2.35,3
2024-07-20 12:48:20.574,0,0,0,-2.35,1
2024-07-20 12:48:20.593,0,0,0,-2.35,3
2024-07-20 12:48:20.597,0,0,0,-2.35,1
2024-07-20 12:48:20.606,1.368094,-0.4108195,0,-2.35,0
2024-07-20 12:48:20.610,1.368094,-0.4108195,0,-2.35,3
2024-07-20 12:48:20.611,1.368094,-0.4108195,0,-2.35,1
2024-07-20 12:48:20.622,0,0,0,-1.95,3
2024-07-20 12:48:20.624,0,0,0,-1.95,1
2024-07-20 12:48:20.634,0,0,0,-1.95,3
2024-07-20 12:48:20.636,0,0,0,-1.95,1
2024-07-20 12:48:20.643,1.36604,-0.4120547,0,-1.95,0
2024-07-20 12:48:20.647,1.36604,-0.4120547,0,-1.95,3
2024-07-20 12:48:20.648,1.36604,-0.4120547,0,-1.95,1
2024-07-20 12:48:20.657,0,0,0,-1.55,3
2024-07-20 12:48:20.658,0,0,0,-1.55,1
2024-07-20 12:48:20.667,0,0,0,-1.55,3
2024-07-20 12:48:20.669,0,0,0,-1.55,1
2024-07-20 12:48:20.684,1.36604,-0.4120547,0,-1.55,0
2024-07-20 12:48:20.689,1.36604,-0.4120547,0,-1.55,3
2024-07-20 12:48:20.691,1.36604,-0.4120547,0,-1.55,1
2024-07-20 12:48:20.704,0,0,0,-1.15,3
2024-07-20 12:48:20.705,0,0,0,-1.15,1
2024-07-20 12:48:20.714,0,0,0,-1.15,3
2024-07-20 12:48:20.717,0,0,0,-1.15,1
2024-07-20 12:48:20.727,1.370462,-0.4117476,0,-1.15,0
2024-07-20 12:48:20.731,1.370462,-0.4117476,0,-1.15,3
2024-07-20 12:48:20.732,1.370462,-0.4117476,0,-1.15,1
2024-07-20 12:48:20.743,0,0,0,-0.75,3
2024-07-20 12:48:20.744,0,0,0,-0.75,1
2024-07-20 12:48:20.752,0,0,0,-0.75,3
2024-07-20 12:48:20.754,0,0,0,-0.75,1
2024-07-20 12:48:20.760,1.370462,-0.4117476,0,-0.75,0
2024-07-20 12:48:20.764,1.370462,-0.4117476,0,-0.75,3
2024-07-20 12:48:20.766,1.370462,-0.4117476,0,-0.75,1
2024-07-20 12:48:20.776,0,0,0,-0.35,3
2024-07-20 12:48:20.778,0,0,0,-0.35,1
2024-07-20 12:48:20.789,0,0,0,-0.35,3
2024-07-20 12:48:20.791,0,0,0,-0.35,1
2024-07-20 12:48:20.801,1.370462,-0.4117476,0,-0.35,0
2024-07-20 12:48:20.804,1.370462,-0.4117476,0,-0.35,3
2024-07-20 12:48:20.805,1.370462,-0.4117476,0,-0.35,1
2024-07-20 12:48:20.815,0,0,0,0.04999995,3
2024-07-20 12:48:20.817,0,0,0,0.04999995,1
2024-07-20 12:48:20.828,0,0,0,0.04999995,3
2024-07-20 12:48:20.830,0,0,0,0.04999995,1
2024-07-20 12:48:20.840,1.370462,-0.4117476,0,0.04999995,0
2024-07-20 12:48:20.844,1.370462,-0.4117476,0,0.04999995,3
2024-07-20 12:48:20.846,1.370462,-0.4117476,0,0.04999995,1
2024-07-20 12:48:20.857,0,0,0,0.4499999,3
2024-07-20 12:48:20.859,0,0,0,0.4499999,1
2024-07-20 12:48:20.867,0,0,0,0.4499999,3
