Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-07-20 12:50:23.397,0,0,0,0,0
2024-07-20 12:50:23.398,0,0,0,0,3
2024-07-20 12:50:23.399,0,0,0,0,1
2024-07-20 12:50:23.419,0,0,-12.27,-5.61,3
2024-07-20 12:50:23.420,0,0,-12.27,-5.61,1
2024-07-20 12:50:23.433,2.122337,-0.4908849,-12.27,-5.61,0
2024-07-20 12:50:23.438,2.122337,-0.4908849,-12.27,-5.61,3
2024-07-20 12:50:23.438,2.122337,-0.4908849,-12.27,-5.61,1
2024-07-20 12:50:23.448,0,0,0,-2.75,3
2024-07-20 12:50:23.449,0,0,0,-2.75,1
2024-07-20 12:50:23.456,0,0,0,-2.75,3
2024-07-20 12:50:23.457,0,0,0,-2.75,1
2024-07-20 12:50:23.463,2.122337,-0.4908849,0,-2.75,0
2024-07-20 12:50:23.467,2.122337,-0.4908849,0,-2.75,3
2024-07-20 12:50:23.467,2.122337,-0.4908849,0,-2.75,1
2024-07-20 12:50:23.471,0,0,0,-2.35,3
2024-07-20 12:50:23.471,0,0,0,-2.35,1
2024-07-20 12:50:23.475,0,0,0,-2.35,3
2024-07-20 12:50:23.475,0,0,0,-2.35,1
2024-07-20 12:50:23.483,0,0,0,-2.35,3
2024-07-20 12:50:23.485,0,0,0,-2.35,1
2024-07-20 12:50:23.491,0,0,0,-2.35,3
2024-07-20 12:50:23.493,0,0,0,-2.35,1
2024-07-20 12:50:23.498,0,0,0,-2.35,3
2024-07-20 12:50:23.499,0,0,0,-2.35,1
2024-07-20 12:50:23.503,2.122337,-0.4908849,0,-2.35,0
2024-07-20 12:50:23.505,2.122337,-0.4908849,0,-2.35,3
2024-07-20 12:50:23.507,2.122337,-0.4908849,0,-2.35,1
2024-07-20 12:50:23.514,0,0,0,-1.95,3
2024-07-20 12:50:23.515,0,0,0,-1.95,1
2024-07-20 12:50:23.520,0,0,0,-1.95,3
2024-07-20 12:50:23.520,0,0,0,-1.95,1
2024-07-20 12:50:23.526,0,0,0,-1.95,3
2024-07-20 12:50:23.528,0,0,0,-1.95,1
2024-07-20 12:50:23.531,0,0,0,-1.95,3
2024-07-20 12:50:23.531,0,0,0,-1.95,1
2024-07-20 12:50:23.537,0,0,0,-1.95,3
2024-07-20 12:50:23.538,0,0,0,-1.95,1
2024-07-20 12:50:23.543,2.122337,-0.4908849,0,-1.95,0
2024-07-20 12:50:23.544,2.122337,-0.4908849,0,-1.95,3
2024-07-20 12:50:23.545,2.122337,-0.4908849,0,-1.95,1
2024-07-20 12:50:23.550,0,0,0,-1.55,3
2024-07-20 12:50:23.550,0,0,0,-1.55,1
2024-07-20 12:50:23.556,0,0,0,-1.55,3
2024-07-20 12:50:23.558,0,0,0,-1.55,1
2024-07-20 12:50:23.564,0,0,0,-1.55,3
2024-07-20 12:50:23.565,0,0,0,-1.55,1
2024-07-20 12:50:23.573,0,0,0,-1.55,3
2024-07-20 12:50:23.575,0,0,0,-1.55,1
2024-07-20 12:50:23.585,2.122337,-0.4908849,0,-1.55,0
2024-07-20 12:50:23.587,2.122337,-0.4908849,0,-1.55,3
2024-07-20 12:50:23.588,2.122337,-0.4908849,0,-1.55,1
2024-07-20 12:50:23.598,0,0,0,-1.15,3
2024-07-20 12:50:23.599,0,0,0,-1.15,1
2024-07-20 12:50:23.605,0,0,0,-1.15,3
2024-07-20 12:50:23.606,0,0,0,-1.15,1
2024-07-20 12:50:23.609,0,0,0,-1.15,3
2024-07-20 12:50:23.610,0,0,0,-1.15,1
2024-07-20 12:50:23.613,0,0,0,-1.15,3
2024-07-20 12:50:23.614,0,0,0,-1.15,1
2024-07-20 12:50:23.618,0,0,0,-1.15,3
2024-07-20 12:50:23.618,0,0,0,-1.15,1
2024-07-20 12:50:23.620,0,0,0,-1.15,3
2024-07-20 12:50:23.622,0,0,0,-1.15,1
2024-07-20 12:50:23.625,2.122337,-0.4908849,0,-1.15,0
2024-07-20 12:50:23.626,2.122337,-0.4908849,0,-1.15,3
