Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-07-20 12:51:07.320,0,0,0,0,0
2024-07-20 12:51:07.322,0,0,0,0,3
2024-07-20 12:51:07.322,0,0,0,0,1
2024-07-20 12:51:07.336,0,0,7.28,-7.84,3
2024-07-20 12:51:07.337,0,0,7.28,-7.84,1
2024-07-20 12:51:07.342,0,0,7.28,-7.84,3
2024-07-20 12:51:07.342,0,0,7.28,-7.84,1
2024-07-20 12:51:07.349,0,0,7.28,-7.84,3
2024-07-20 12:51:07.349,0,0,7.28,-7.84,1
2024-07-20 12:51:07.351,0,0,7.28,-7.84,3
2024-07-20 12:51:07.352,0,0,7.28,-7.84,1
2024-07-20 12:51:07.355,0,0,7.28,-7.84,3
2024-07-20 12:51:07.356,0,0,7.28,-7.84,1
2024-07-20 12:51:07.359,0,0,7.28,-7.84,3
2024-07-20 12:51:07.359,0,0,7.28,-7.84,1
2024-07-20 12:51:07.363,0,0,7.28,-7.84,3
2024-07-20 12:51:07.364,0,0,7.28,-7.84,1
2024-07-20 12:51:07.366,1.830304,-0.2686019,7.28,-7.84,0
2024-07-20 12:51:07.371,1.830304,-0.2686019,7.28,-7.84,3
2024-07-20 12:51:07.371,1.830304,-0.2686019,7.28,-7.84,1
2024-07-20 12:51:07.377,0,0,0,-2.75,3
2024-07-20 12:51:07.379,0,0,0,-2.75,1
2024-07-20 12:51:07.384,0,0,0,-2.75,3
2024-07-20 12:51:07.385,0,0,0,-2.75,1
2024-07-20 12:51:07.390,0,0,0,-2.75,3
2024-07-20 12:51:07.392,0,0,0,-2.75,1
2024-07-20 12:51:07.397,0,0,0,-2.75,3
2024-07-20 12:51:07.398,0,0,0,-2.75,1
2024-07-20 12:51:07.406,0,0,0,-2.75,3
2024-07-20 12:51:07.407,0,0,0,-2.75,1
2024-07-20 12:51:07.415,0,0,0,-2.75,3
2024-07-20 12:51:07.417,0,0,0,-2.75,1
2024-07-20 12:51:07.423,0,0,0,-2.75,3
2024-07-20 12:51:07.424,0,0,0,-2.75,1
2024-07-20 12:51:07.428,0,0,0,-2.75,3
2024-07-20 12:51:07.428,0,0,0,-2.75,1
2024-07-20 12:51:07.432,0,0,0,-2.75,3
2024-07-20 12:51:07.433,0,0,0,-2.75,1
2024-07-20 12:51:07.436,1.830304,-0.2686019,0,-2.75,0
2024-07-20 12:51:07.439,1.830304,-0.2686019,0,-2.75,3
2024-07-20 12:51:07.440,1.830304,-0.2686019,0,-2.75,1
2024-07-20 12:51:07.444,0,0,0,-2.35,3
2024-07-20 12:51:07.445,0,0,0,-2.35,1
2024-07-20 12:51:07.451,0,0,0,-2.35,3
2024-07-20 12:51:07.453,0,0,0,-2.35,1
2024-07-20 12:51:07.456,0,0,0,-2.35,3
2024-07-20 12:51:07.457,0,0,0,-2.35,1
2024-07-20 12:51:07.461,0,0,0,-2.35,3
2024-07-20 12:51:07.461,0,0,0,-2.35,1
2024-07-20 12:51:07.464,0,0,0,-2.35,3
2024-07-20 12:51:07.465,0,0,0,-2.35,1
2024-07-20 12:51:07.469,0,0,0,-2.35,3
2024-07-20 12:51:07.470,0,0,0,-2.35,1
2024-07-20 12:51:07.476,0,0,0,-2.35,3
2024-07-20 12:51:07.476,0,0,0,-2.35,1
2024-07-20 12:51:07.480,0,0,0,-2.35,3
2024-07-20 12:51:07.480,0,0,0,-2.35,1
2024-07-20 12:51:07.483,0,0,0,-2.35,3
2024-07-20 12:51:07.484,0,0,0,-2.35,1
2024-07-20 12:51:07.487,0,0,0,-2.35,3
2024-07-20 12:51:07.487,0,0,0,-2.35,1
2024-07-20 12:51:07.492,0,0,0,-2.35,3
2024-07-20 12:51:07.492,0,0,0,-2.35,1
2024-07-20 12:51:07.496,0,0,0,-2.35,3
2024-07-20 12:51:07.497,0,0,0,-2.35,1
2024-07-20 12:51:07.499,0,0,0,-2.35,3
2024-07-20 12:51:07.499,0,0,0,-2.35,1
2024-07-20 12:51:07.502,1.830304,-0.2686019,0,-2.35,0
2024-07-20 12:51:07.503,1.830304,-0.2686019,0,-2.35,3
2024-07-20 12:51:07.503,1.830304,-0.2686019,0,-2.35,1
2024-07-20 12:51:07.506,0,0,0,-1.95,3
2024-07-20 12:51:07.506,0,0,0,-1.95,1
2024-07-20 12:51:07.508,0,0,0,-1.95,3
2024-07-20 12:51:07.510,0,0,0,-1.95,1
2024-07-20 12:51:07.512,0,0,0,-1.95,3
2024-07-20 12:51:07.513,0,0,0,-1.95,1
2024-07-20 12:51:07.518,0,0,0,-1.95,3
2024-07-20 12:51:07.519,0,0,0,-1.95,1
2024-07-20 12:51:07.523,0,0,0,-1.95,3
2024-07-20 12:51:07.526,0,0,0,-1.95,1
2024-07-20 12:51:07.532,0,0,0,-1.95,3
2024-07-20 12:51:07.533,0,0,0,-1.95,1
2024-07-20 12:51:07.538,0,0,0,-1.95,3
2024-07-20 12:51:07.539,0,0,0,-1.95,1
2024-07-20 12:51:07.545,0,0,0,-1.95,3
2024-07-20 12:51:07.546,0,0,0,-1.95,1
2024-07-20 12:51:07.551,0,0,0,-1.95,3
2024-07-20 12:51:07.552,0,0,0,-1.95,1
2024-07-20 12:51:07.558,0,0,0,-1.95,3
2024-07-20 12:51:07.559,0,0,0,-1.95,1
2024-07-20 12:51:07.565,0,0,0,-1.95,3
2024-07-20 12:51:07.566,0,0,0,-1.95,1
2024-07-20 12:51:07.571,1.830304,-0.2686019,0,-1.95,0
2024-07-20 12:51:07.572,1.830304,-0.2686019,0,-1.95,3
2024-07-20 12:51:07.573,1.830304,-0.2686019,0,-1.95,1
2024-07-20 12:51:07.576,0,0,0,-1.55,3
2024-07-20 12:51:07.576,0,0,0,-1.55,1
2024-07-20 12:51:07.579,0,0,0,-1.55,3
2024-07-20 12:51:07.579,0,0,0,-1.55,1
2024-07-20 12:51:07.581,0,0,0,-1.55,3
2024-07-20 12:51:07.582,0,0,0,-1.55,1
2024-07-20 12:51:07.585,0,0,0,-1.55,3
2024-07-20 12:51:07.585,0,0,0,-1.55,1
2024-07-20 12:51:07.588,0,0,0,-1.55,3
2024-07-20 12:51:07.588,0,0,0,-1.55,1
2024-07-20 12:51:07.590,0,0,0,-1.55,3
2024-07-20 12:51:07.591,0,0,0,-1.55,1
2024-07-20 12:51:07.593,0,0,0,-1.55,3
2024-07-20 12:51:07.594,0,0,0,-1.55,1
2024-07-20 12:51:07.596,0,0,0,-1.55,3
2024-07-20 12:51:07.596,0,0,0,-1.55,1
2024-07-20 12:51:07.599,0,0,0,-1.55,3
2024-07-20 12:51:07.600,0,0,0,-1.55,1
2024-07-20 12:51:07.604,0,0,0,-1.55,3
2024-07-20 12:51:07.605,0,0,0,-1.55,1
2024-07-20 12:51:07.609,0,0,0,-1.55,3
2024-07-20 12:51:07.609,0,0,0,-1.55,1
2024-07-20 12:51:07.612,0,0,0,-1.55,3
