Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-07-20 12:48:56.067,0,0,0,0,0
2024-07-20 12:48:56.069,0,0,0,0,3
2024-07-20 12:48:56.069,0,0,0,0,1
2024-07-20 12:48:56.081,0,0,7.28,-7.84,3
2024-07-20 12:48:56.081,0,0,7.28,-7.84,1
2024-07-20 12:48:56.089,0,0,7.28,-7.84,3
2024-07-20 12:48:56.089,0,0,7.28,-7.84,1
2024-07-20 12:48:56.094,0,0,7.28,-7.84,3
2024-07-20 12:48:56.094,0,0,7.28,-7.84,1
2024-07-20 12:48:56.098,1.967929,-0.3895247,7.28,-7.84,0
2024-07-20 12:48:56.101,1.967929,-0.3895247,7.28,-7.84,3
2024-07-20 12:48:56.101,1.967929,-0.3895247,7.28,-7.84,1
2024-07-20 12:48:56.104,0,0,0,-2.75,3
2024-07-20 12:48:56.105,0,0,0,-2.75,1
2024-07-20 12:48:56.109,0,0,0,-2.75,3
2024-07-20 12:48:56.109,0,0,0,-2.75,1
2024-07-20 12:48:56.112,0,0,0,-2.75,3
2024-07-20 12:48:56.113,0,0,0,-2.75,1
2024-07-20 12:48:56.115,0,0,0,-2.75,3
2024-07-20 12:48:56.116,0,0,0,-2.75,1
2024-07-20 12:48:56.118,0,0,0,-2.75,3
2024-07-20 12:48:56.120,0,0,0,-2.75,1
2024-07-20 12:48:56.123,0,0,0,-2.75,3
2024-07-20 12:48:56.123,0,0,0,-2.75,1
2024-07-20 12:48:56.125,0,0,0,-2.75,3
2024-07-20 12:48:56.126,0,0,0,-2.75,1
2024-07-20 12:48:56.129,0,0,0,-2.75,3
2024-07-20 12:48:56.129,0,0,0,-2.75,1
2024-07-20 12:48:56.132,0,0,0,-2.75,3
2024-07-20 12:48:56.132,0,0,0,-2.75,1
2024-07-20 12:48:56.135,0,0,0,-2.75,3
2024-07-20 12:48:56.136,0,0,0,-2.75,1
2024-07-20 12:48:56.139,0,0,0,-2.75,3
2024-07-20 12:48:56.139,0,0,0,-2.75,1
