Time,Encoder1,Encoder2
08-07-2024 10:20:38.254,0,0
08-07-2024 10:20:38.298,0,0
08-07-2024 10:20:38.322,0,0
08-07-2024 10:20:38.338,0,0
08-07-2024 10:20:38.349,0,0
08-07-2024 10:20:38.356,0,0
08-07-2024 10:20:38.366,0,0
08-07-2024 10:20:38.372,0,0
08-07-2024 10:20:38.379,0,0
08-07-2024 10:20:38.389,0,0
08-07-2024 10:20:38.396,0,0
08-07-2024 10:20:38.407,0,0
08-07-2024 10:20:38.413,0,0
08-07-2024 10:20:38.423,0,0
08-07-2024 10:20:38.432,0,0
08-07-2024 10:20:38.438,0,0
08-07-2024 10:20:38.446,0,0
08-07-2024 10:20:38.455,0,0
08-07-2024 10:20:38.464,0,0
08-07-2024 10:20:38.472,0,0
08-07-2024 10:20:38.479,0,0
08-07-2024 10:20:38.489,0,0
08-07-2024 10:20:38.497,0,0
08-07-2024 10:20:38.507,0,0
08-07-2024 10:20:38.523,0,0
08-07-2024 10:20:38.529,0,0
08-07-2024 10:20:38.538,0,0
08-07-2024 10:20:38.546,0,0
08-07-2024 10:20:38.554,0,0
08-07-2024 10:20:38.563,0,0
08-07-2024 10:20:38.572,0,0
08-07-2024 10:20:38.579,0,0
08-07-2024 10:20:38.589,0,0
08-07-2024 10:20:38.596,0,0
08-07-2024 10:20:38.605,0,0
08-07-2024 10:20:38.613,0,0
08-07-2024 10:20:38.623,0,0
08-07-2024 10:20:38.629,0,0
08-07-2024 10:20:38.638,0,0
08-07-2024 10:20:38.647,0,0
08-07-2024 10:20:38.656,0,0
08-07-2024 10:20:38.665,0,0
08-07-2024 10:20:38.673,0,0
08-07-2024 10:20:38.682,0,0
08-07-2024 10:20:38.690,0,0
08-07-2024 10:20:38.696,0,0
08-07-2024 10:20:38.704,0,0
08-07-2024 10:20:38.713,0,0
08-07-2024 10:20:38.731,0,0
08-07-2024 10:20:38.738,0,0
08-07-2024 10:20:38.747,0,0
08-07-2024 10:20:38.755,0,0
08-07-2024 10:20:38.764,0,0
08-07-2024 10:20:38.770,0,0
08-07-2024 10:20:38.780,0,0
08-07-2024 10:20:38.789,0,0
08-07-2024 10:20:38.797,0,0
08-07-2024 10:20:38.805,0,0
08-07-2024 10:20:38.813,0,0
08-07-2024 10:20:38.822,0,0
08-07-2024 10:20:38.830,0,0
08-07-2024 10:20:38.838,0,0
08-07-2024 10:20:38.848,0,0
08-07-2024 10:20:38.855,0,0
08-07-2024 10:20:38.865,0,0
08-07-2024 10:20:38.871,0,0
08-07-2024 10:20:38.880,0,0
08-07-2024 10:20:38.890,0,0
08-07-2024 10:20:38.897,0,0
08-07-2024 10:20:38.907,0,0
08-07-2024 10:20:38.914,0,0
08-07-2024 10:20:38.932,0,0
08-07-2024 10:20:38.938,0,0
08-07-2024 10:20:38.949,0,0
08-07-2024 10:20:38.956,0,0
08-07-2024 10:20:38.964,0,0
08-07-2024 10:20:38.973,0,0
08-07-2024 10:20:38.983,0,0
08-07-2024 10:20:38.989,0,0
08-07-2024 10:20:38.996,0,0
08-07-2024 10:20:39.006,0,0
08-07-2024 10:20:39.014,0,0
08-07-2024 10:20:39.023,0,0
08-07-2024 10:20:39.032,0,0
08-07-2024 10:20:39.040,0,0
08-07-2024 10:20:39.048,0,0
08-07-2024 10:20:39.056,0,0
08-07-2024 10:20:39.064,0,0
08-07-2024 10:20:39.072,0,0
08-07-2024 10:20:39.081,0,0
08-07-2024 10:20:39.090,0,0
08-07-2024 10:20:39.097,0,0
08-07-2024 10:20:39.107,0,0
08-07-2024 10:20:39.115,0,0
08-07-2024 10:20:39.124,0,0
08-07-2024 10:20:39.139,0,0
08-07-2024 10:20:39.149,0,0
08-07-2024 10:20:39.155,0,0
08-07-2024 10:20:39.164,0,0
08-07-2024 10:20:39.173,0,0
08-07-2024 10:20:39.180,0,0
08-07-2024 10:20:39.190,0,0
08-07-2024 10:20:39.196,0,0
08-07-2024 10:20:39.207,0,0
08-07-2024 10:20:39.216,0,0
08-07-2024 10:20:39.224,0,0
08-07-2024 10:20:39.230,0,0
08-07-2024 10:20:39.238,0,0
08-07-2024 10:20:39.248,0,0
08-07-2024 10:20:39.257,0,0
08-07-2024 10:20:39.265,0,0
08-07-2024 10:20:39.273,0,0
08-07-2024 10:20:39.282,0,0
08-07-2024 10:20:39.289,0,0
08-07-2024 10:20:39.298,0,0
08-07-2024 10:20:39.308,0,0
08-07-2024 10:20:39.315,0,0
08-07-2024 10:20:39.324,0,0
08-07-2024 10:20:39.330,0,0
08-07-2024 10:20:39.349,0,0
08-07-2024 10:20:39.356,0,0
08-07-2024 10:20:39.366,0,0
08-07-2024 10:20:39.373,0,0
08-07-2024 10:20:39.382,0,0
08-07-2024 10:20:39.389,0,0
08-07-2024 10:20:39.397,0,0
08-07-2024 10:20:39.406,0,0
08-07-2024 10:20:39.413,0,0
08-07-2024 10:20:39.422,0,0
08-07-2024 10:20:39.429,0,0
08-07-2024 10:20:39.439,0,0
08-07-2024 10:20:39.449,0,0
08-07-2024 10:20:39.456,0,0
08-07-2024 10:20:39.466,0,0
08-07-2024 10:20:39.472,0,0
08-07-2024 10:20:39.483,0,0
08-07-2024 10:20:39.489,0,0
08-07-2024 10:20:39.498,0,0
08-07-2024 10:20:39.506,0,0
08-07-2024 10:20:39.513,0,0
08-07-2024 10:20:39.523,0,0
08-07-2024 10:20:39.530,0,0
08-07-2024 10:20:39.548,0,0
08-07-2024 10:20:39.555,0,0
08-07-2024 10:20:39.565,0,0
08-07-2024 10:20:39.572,0,0
08-07-2024 10:20:39.581,0,0
08-07-2024 10:20:39.589,0,0
08-07-2024 10:20:39.598,0,0
08-07-2024 10:20:39.608,0,0
08-07-2024 10:20:39.616,0,0
08-07-2024 10:20:39.624,0,0
08-07-2024 10:20:39.632,0,0
08-07-2024 10:20:39.641,0,0
08-07-2024 10:20:39.648,0,0
08-07-2024 10:20:39.655,0,0
08-07-2024 10:20:39.665,0,0
08-07-2024 10:20:39.672,0,0
08-07-2024 10:20:39.683,0,0
08-07-2024 10:20:39.689,0,0
08-07-2024 10:20:39.697,0,0
08-07-2024 10:20:39.707,0,0
08-07-2024 10:20:39.713,0,0
08-07-2024 10:20:39.722,0,0
08-07-2024 10:20:39.730,0,0
08-07-2024 10:20:39.739,0,0
08-07-2024 10:20:39.747,0,0
08-07-2024 10:20:39.756,0,0
08-07-2024 10:20:39.766,0,0
08-07-2024 10:20:39.772,0,0
08-07-2024 10:20:39.780,0,0
08-07-2024 10:20:39.790,0,0
08-07-2024 10:20:39.797,0,0
08-07-2024 10:20:39.807,0,0
08-07-2024 10:20:39.815,0,0
08-07-2024 10:20:39.824,0,0
08-07-2024 10:20:39.831,0,0
08-07-2024 10:20:39.840,0,0
08-07-2024 10:20:39.848,0,0
08-07-2024 10:20:39.857,0,0
08-07-2024 10:20:39.866,0,0
08-07-2024 10:20:39.873,0,0
08-07-2024 10:20:39.881,0,0
08-07-2024 10:20:39.890,0,0
08-07-2024 10:20:39.898,0,0
08-07-2024 10:20:39.907,0,0
08-07-2024 10:20:39.917,0,0
08-07-2024 10:20:39.924,0,0
08-07-2024 10:20:39.932,0,0
08-07-2024 10:20:39.940,0,0
08-07-2024 10:20:39.950,0,0
08-07-2024 10:20:39.956,0,0
08-07-2024 10:20:39.965,0,0
08-07-2024 10:20:39.973,0,0
08-07-2024 10:20:39.984,0,0
08-07-2024 10:20:39.990,0,0
08-07-2024 10:20:39.998,0,0
08-07-2024 10:20:40.008,0,0
08-07-2024 10:20:40.015,0,0
