CurrentDateTime,PlayerX,PlayerY,ColumnX,ColumnY,HitData
10-07-2024 12:07:16, -9.2048, 5.74, -6.7, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.72, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.74, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.76, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.78, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.8, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.82, -0.93, 0
10-07-2024 12:07:16, -9.2048, 5.74, -6.84, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -6.86, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -6.9, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -6.94, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -6.98, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.02, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.059999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.099999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.139999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.179999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.219999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.259999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.299999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.339999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.379999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.419999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.459999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.499999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.539999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.579999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.619999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.659999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.699999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.739999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.779999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.819999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.859999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.899999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.939999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -7.979999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -8.019999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -8.059999, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -8.099998, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -8.139998, -0.93, 0
10-07-2024 12:07:18, -9.2048, 5.74, -8.179998, -0.93, 0
